node_1,node_2,edge
development,script,"In 2001, Jay Wolpert wrote a script based on the Pirates of the Caribbean ride for the movie's production."
script,rewrite,"By March 2002, Disney brought Stuart Beattie in to rewrite the script because of his knowledge of piracy."
pirates of the caribbean ride,script,"The script was based on the Pirates of the Caribbean ride, which was created by Walt Disney Studios executives in 2001."
elizabeth,ransom,"In the movie's production, Elizabeth was being held for ransom."
will turner,prison guard,"Initially in 2001, Will Turner was a prison guard who released Sparrow to rescue Elizabeth."
captain blackheart,elizabeth,"In the movie's production, Captain Blackheart held Elizabeth for ransom."
sparrow,will turner,"Initially in 2001, Will Turner released Sparrow to rescue Elizabeth."
pirate tale,studio executives who were not interested at the time,"refused to give up the dream, waiting for a studio to pick up their take on a pirate tale"
jay wolpert's script,rejected by dick cook,because it was 'a straight pirate movie.'
elliott and rossio,brought in for pirates of the caribbean,to give it a 'more supernatural spin'
pirates of the caribbean,modern technology,"In May 2002, Gore Verbinski signed on to direct Pirates of the Caribbean because he was attracted to the idea of using modern technology to resurrect a genre that had disappeared after the Golden Age of Hollywood."
pirates of the caribbean,film adaptation,The film is an opportunity to pay tribute to the 'scary and funny' tone of the Disney ride.
disney's rides,film adaptation,"Although Cook had been a strong proponent of adapting Disney's rides into films,"
the country bears,box-office failure,The box-office failure of The Country Bears (2002) made Michael Eisner attempt to shut down production of Pirates of the Caribbean.
michael eisner,production,"However, Verbinski told his concept artists to keep working on the picture, and when Eisner came to visit, Eisner was astonished by what had been created."
disneywar,eisner,Eisner was mentioned in the book DisneyWar.
eisner,bruckheimer,Eisner and Bruckheimer were involved in a conversation about theme park adaptations.
bruckheimer,"lord of the rings, the matrix",Bruckheimer referred to franchises like The Lord of the Rings and The Matrix as Eisner's competition.
eisner,"verbinski, bruckheimer",Eisner requested Verbinski and Bruckheimer to remove some overt references to the ride in the Pirates of the Caribbean script.
pirates of the caribbean,script,The script for Pirates of the Caribbean was being discussed.
"verbinski, bruckheimer","black pearl, subtitle",Verbinski and Bruckheimer added The Curse of the Black Pearl as a subtitle at Eisner's request.
curse of the black pearl,subtitle,"The Curse of the Black Pearl was added as a subtitle, despite protests."
black pearl,ship,The Curse of the Black Pearl is the name of the ship and nothing to do with the pirates' curse.
monkey island series of games,the curse of monkey island,"Ted Elliott was allegedly writing a George Lucas-produced animated film adaptation of The Curse of Monkey Island, which was cancelled before its official announcement, three years prior to the release of Pirates of the Caribbean."
monkey island series of games,industrial light and magic,Allegedly in production at Industrial Light and Magic before being cancelled.
monkey island series of games,pirates of the caribbean films,"Ron Gilbert, the creator of the Monkey Island series, has jokingly expressed a bitterness towards Pirates of the Caribbean films, specifically the second film, for its similarities to his game."
on stranger tides,monkey island series of games,"Ted Elliott was allegedly writing a George Lucas-produced animated film adaptation of The Curse of Monkey Island, which was cancelled before its official announcement, three years prior to the release of Pirates of the Caribbean.
Ron Gilbert, the creator of the Monkey Island series, has stated that Tim Powers' 1987 novel On Stranger Tides, which was adapted into the fourth Pirates film, was the principal source of inspiration for his video games."
first draft screenplay by other writers,pirates of the caribbean films,"According to Terry Rossio, Disney was hit with at least six plagiarism lawsuits for the first Pirates of the Caribbean film for supposedly stealing elements of the Monkey Island video game and the On Stranger Tides novel."
stuart beattie,hugh jackman,"Beattie created the character Jack Sparrow with Jackman in mind to play the part, but due to Jackman's lack of fame outside of Australia at the time, Johnny Depp was cast instead."
stuart beattie,johnny depp,Beattie wrote an early version of the script with Depp in mind for the role of Jack Sparrow.
