node_1,node_2,edge
pandora,rda,"returned to colonize Pandora, the Na'vi repelled them 16 years ago"
na'vi,resources development administration (rda),repelled the RDA from Pandora 16 years ago
jake sully,omatikaya clan,chief of the Omatikaya clan
neytiri,jake sully,"raises her family with Neytiri, consisting of two sons Neteyam and Lo'ak, daughter Tuktirey 'Tuk', and adopted daughter Kiri"
miles socorro,human scientists,frequently visits their children while being raised by human scientists who stayed on Pandora
quaritch,resources development administration (rda),"leader of the Recombinants, Na'vi avatars implanted with the memories of deceased human soldiers"
spider,miles socorro,son of the late Colonel Miles Quaritch
quaritch,spider,"captures Spider, subsequently recognizing him as his son"
jake sully,children,leads a guerilla campaign against the RDA occupation
neytiri,children,"arrives and frees them, but Quaritch manages to capture Spider"
jake sully,metkayina clan,"relocates himself from the Omatikaya to Pandora's eastern sea, inhabited by the Metkayina"
kiri,pandora's eastern sea,assimilates with the Metkayina: Kiri develops a spiritual bond with
kiri,sea,develops a spiritual bond with
aonung,lo'ak,altercation between sons after the former mocked Kiri
payakan,metkayina,intelligent and pacifist whale-like species considered their spiritual brethren
kiri,spirit tree,links to and meets Grace in a vision
kiri,spirit tree,seizure during the link-induced trance and nearly drowns
norm spellman,jake,diagnoses Kiri with epilepsy and warns that she cannot connect to the Spirit Tree again
quaritch,norm spellman's aircraft,tracks to the Metkayina's archipelago
spider,quaritch,joins forces with RDA's marine operations and commandeers a whaling vessel hunting Tulkuns
jake,neytiri,confronts the humans and rescues
jake,kiri,"holds Kiri hostage, but desists when Neytiri does the same with Spider"
jake,lo'ak,get trapped inside the sinking vessel
jake,spider,rejects and rejoins Jake's family
neteyam,funeral,"after Neteyam's funeral, Jake informs Tonowari of his decision to leave the Metkayina."
jake,tonowari,"After Neteyam's funeral, Jake informs Tonowari of his decision to leave the Metkayina. However, Tonowari identifies Jake's family as being part of the clan out of reverence and welcomes them to stay."
jake's family,metkayina,Jake's family accept their new lives at sea but vow to continue their struggle against the RDA. Jake's family are still part of the Metkayina clan out of reverence and are welcomed by Tonowari.
rda,jake's family,Jake's family continue their struggle against the RDA.
