node_1,node_2,edge
tony stark,thor,"In 'Avengers: Infinity War', both Tony Stark and Thor are Avengers trying to keep the Earth safe from a greater threat approaching in the form of Thanos. As the king of Asgard, Thor's storyline picks up after the events of Thor: Ragnarok where he is in a 'very profound' and 'very interesting place' with 'real emotional motivation'. The writers consulted with the director and screenwriter of Thor: Ragnarok to help carry over the comedic and tragic elements of the re-toned Thor from that film. Joe Russo revealed that Thor's storyline has 'the driving hero’s arc of the movie which stands in direct opposition to Thanos’ argument'. If Thor had succeeded in killing Thanos, he would have been the main protagonist of the film."
tony stark,robert downey jr.,"In 'Avengers: Infinity War', Robert Downey Jr. Portrays Tony Stark, who is a self-described genius, billionaire, playboy, and philanthropist with electromechanical suits of armor of his own making. Joe Russo explained that Stark 'senses this greater threat approaching' and is doing everything in his power to keep the Earth safe."
bruce banner,hulk,"Banner spends the film trying to reintegrate with the Avengers and ""impress upon everybody how dangerous Thanos is"". Joe Russo felt the Hulk refusing to appear for much of the film was only partially because he was scared, but also because he realizes that ""Banner only wants Hulk for fighting. I think he's had enough of saving Banner's ass"". Ruffalo described Hulk in Infinity War as having the mental capacity of a five-year-old."
hulk,bruce banner,"The difference between Hulk and Banner ""starting to blur a little bit"""
chris evans as steve rogers / captain america,rogers,leads the non-regulation faction of Avengers and struggles with the conflict between his responsibility to himself and others after the events of Captain America: Civil War.
chris evans as steve rogers / captain america,steve rogers,was enhanced to the peak of human physicality by an experimental serum and frozen in suspended animation before waking up in the modern world.
chris evans as steve rogers / captain america,captain america: the fugitive leader of the non-regulation faction of avengers.,is the same character as Chris Evans as Steve Rogers / Captain America.
joe russo,rogers struggles with the conflict between his responsibility to himself and his responsibility to others.,"according to Joe Russo, who directed Avengers: Infinity War."
scarlett johansson as natasha romanoff / black widow,natasha romanoff / black widow,"is a highly trained spy, member of Rogers' faction of Avengers, and former agent of S.H.I.E.L.D."
scarlett johansson as natasha romanoff / black widow,romanoff,"according to Scarlett Johansson, who portrays the character."
scarlett johansson as natasha romanoff / black widow,black widow,is the same character as Scarlett Johansson as Natasha Romanoff / Black Widow.
scarlett johansson as natasha romanoff / black widow,natasha romanoff,is the same character as Scarlett Johansson as Natasha Romanoff / Black Widow.
benedict cumberbatch,dr. stephen strange,"Former neurosurgeon who, after a car accident that led to a journey of healing, discovered the hidden world of magic and alternate dimensions and became a Master of the Mystic Arts."
benedict cumberbatch,markus and mcfeely,Described Strange as '[ending] up being the reasonable adult in the room' with the 'widest perspective available'
julian daniels,benedict cumberbatch,Assisted Cumberbatch with his finger-tutting movements.
don cheadle,james 'rhodey' rhodes,An officer in the U.S. Air Force and Avenger who operates the War Machine armor.
don cheadle,stark,"Following his paralysis during the events of Civil War, Rhodes is given an apparatus by Stark to walk again"
tom holland,peter parker,"A teenager, Avenger and Stark's protégé who received spider-like abilities after being bitten by a radioactive spider."
tom holland,downey,"Downey helped coach Holland through his death scene, which was not as drawn out in the script."
chadwick boseman as t'challa / black panther,wakanda,T'Challa is the king of Wakanda
chadwick boseman as t'challa / black panather,heart-shaped herb,T'Challa gained his enhanced strength by ingesting the Heart-Shaped Herb
paul bettany as vision,j.a.r.v.i.s.,Vision was created using the artificial intelligence J.A.R.V.I.S.
paul bettany as vision,ultron,Vision was created using Ultron
elizabeth olsen as wanda maximoff,rogers' faction of avengers,Wanda Maximoff is a member of Rogers' faction of Avengers
elizabeth olsen as wanda maximoff,magic,Wanda Maximoff can harness magic
anthony mackie as sam wilson / falcon,rogers' faction of avengers,Sam Wilson is a member of Rogers' faction of Avengers
anthony mackie as sam wilson / falcon,military,Sam Wilson was trained by the military
sebastian stan as bucky barnes / winter soldier,rogers' best friend,Bucky Barnes is Rogers' best friend
sebastian stan as bucky barnes / winter soldier,hydra programming,Bucky Barnes was given brainwashing programming by Hydra
sebastian stan as bucky barnes / winter soldier,assassin,Bucky Barnes reemerged as a brainwashed assassin after being thought to have been killed in action during World War II
sebastian stan as bucky barnes / winter soldier,wakanda,Bucky Barnes was given the name White Wolf by the people of Wakanda for helping remove his Hydra programming
tom hiddleston as loki,infinity war,"Hiddleston's knowledge of Loki's fate in Infinity War influenced his portrayal in Ragnarok, and he knew about Loki's death prior to production of Thor: Ragnarok after meeting the Russos in May 2016."
loki,odinson,"In his final moments, Loki calls himself 'Odinson', which is a moment that 'closes the whole journey of Loki' and establishes the threat of Thanos."
loki,thor: ragnarok,"Loki appears in Thor: Ragnarok, which is based on the Norse mythological deity of the same name."
