node_1,node_2,edge
shah rukh khan,om prakash makhija a.k.a. omi,Shah Rukh Khan plays the dual role of Om Prakash Makhija a.k.a. Omi in the movie.
shah rukh khan,om kapoor a.k.a. o.k.,Shah Rukh Khan also plays the dual role of Om Kapoor a.k.a. O.K. In the movie.
deepika padukone,shanti priya,Deepika Padukone plays the dual role of Shanti Priya and Sandy Bansal in the movie.
arjun rampal,mukesh 'mike' mehra,"Arjun Rampal portrays Mukesh 'Mike' Mehra, who is married to Shanti Priya."
shreyas talpade,pappu master,"Shreyas Talpade enacts the character of Pappu Master, who is Omi's best friend."
kirron kher,bela makhija,"Kirron Kher essays the role of Bela Makhija, who is Omi's mother."
javed sheikh,rajesh kapoor,"Javed Sheikh portrays Rajesh Kapoor, who is the father of O.K."
asavari joshi,lovely kapoor,"Asavari Joshi plays Lovely Kapoor, who is the mother of O.K."
yuvika chaudhary,dolly arora,"Yuvika Chaudhary enacts Dolly Arora, who is the heroine of O.K.'s movie-within-a-movie 'Om Shanti Om'."
bindu desai,kamini arora,"Bindu Desai essays the character of Kamini Arora, who is Dolly's mother."
nitesh pandey,anwar sheikh,"Nitesh Pandey portrays Anwar Sheikh, who is O.K.'s assistant."
vishal dadlani,director of mohabbat man,Vishal Dadlani plays the director of 'Mohabbat Man' in the movie.
haresh hingorani,faizan ‘f’ khan,"Haresh Hingorani enacts Faizan ‘F’ Khan, who is the director of Omi's movie-within-a-movie 'Om Shanti Om'."
naseer abdullah,naseer,"Naseer Abdullah portrays Naseer, who is Rajesh's assistant."
suresh chatwal,producer of apahij pyar,Suresh Chatwal essays the role of the producer of 'Apahij Pyar' in the movie.
manikandan velayutham,director of mind it,Manikandan Velayutham plays the director of 'Mind It' in the movie.
mayur puri,director of apahij pyar,Mayur Puri enacts the character of the director of 'Apahij Pyar' in the movie.
abhishek bachchan,(cameo appearance as superstar),"Abhishek Bachchan makes a cameo appearance in the movie, where he portrays a superstar."
amitabh bachchan,(cameo appearance as big b),"Amitabh Bachchan appears in a cameo role in the movie, where he enacts himself (Big B)."
bobby deol,(cameo appearance as superstar),"Bobby Deol makes a cameo appearance in the movie, where he portrays a superstar."
kajol,(cameo appearance as superstar),"Kajol appears in a cameo role in the movie, where she enacts herself (superstar)."
preity zinta,(cameo appearance as superstar),"Preity Zinta makes a cameo appearance in the movie, where she portrays a superstar."
rahul bose,(cameo appearance as superstar),"Rahul Bose appears in a cameo role in the movie, where he enacts himself (superstar)."
fardeen khan,(cameo appearance as superstar),"Fardeen Khan makes a cameo appearance in the movie, where he portrays a superstar."
salman khan,(cameo appearance as superstar),"Salman Khan appears in a cameo role in the movie, where he enacts himself (superstar)."
amitabh bachchan,amitabh bachchan,appears as himself in this context
bappi lahiri,bappi lahiri,appears as himself in this context
bipasha basu,bipasha basu,appears as herself in this context
chunky pandey,chunky pandey,appears as himself in this context
dia mirza,o.k.'s heroine in main bhi hoon na,plays the role of heroine in the movie 'Main Bhi Hoon Na'
feroz khan,feroz khan,appears as himself in this context
hrithik roshan,hrithik roshan,appears as himself in this context
kajol,kajol,appears as herself in this context
karan johar,karan johar,appears as himself in this context
