node_1,node_2,edge
pk (soundtrack),here is the details of movie's soundtrack,The article 'PK (soundtrack)' discusses the details of the soundtrack for the movie PK.
shantanu moitra,pk (soundtrack),Shantanu Moitra is a composer who contributed to the PK (soundtrack).
ajay–atul,pk (soundtrack),Ajay–Atul are composers who contributed to the PK (soundtrack).
ankit tiwari,pk (soundtrack),Ankit Tiwari is a composer who contributed to the PK (soundtrack).
swanand kirkire,tharki chokro,Swanand Kirkire wrote the lyrics for the song 'Tharki Chokro'.
swaroop khan,tharki chokro,Swaroop Khan is a singer who performed the song 'Tharki Chokro'.
aamir khan,love is a waste of time,Aamir Khan appeared in the music video for the song 'Love Is a Waste of Time'.
anushka sharma,love is a waste of time,Anushka Sharma appeared in the music video for the song 'Love Is a Waste of Time'.
sonu nigam,love is a waste of time,Sonu Nigam is a singer who performed the song 'Love Is a Waste of Time'.
shreya ghoshal,love is a waste of time,Shreya Ghoshal is a singer who performed the song 'Love Is a Waste of Time'.
chaar kadam,pk (soundtrack),The song 'Chaar Kadam' is included in the PK (soundtrack).
shaan,chaar kadam,Shaan is a singer who performed the song 'Chaar Kadam'.
shreya ghoshal,chaar kadam,Shreya Ghoshal is a singer who performed the song 'Chaar Kadam'.
