node_1,node_2,edge
movie,details,"is a specific type of audiovisual content that is intended for direct or indirect commercial distribution, typically by means of celluloid or digital films. DETAILS refer to the specific information about a particular movie such as its plot, cast, genre, and production details."
bunty aur babli,crime comedy film,"Bunty Aur Babli is a Indian Hindi-language crime comedy film directed by Shaad Ali and written by Jaideep Sahni, based on a story by Aditya Chopra"
bunty,babli,Bunty and Babli are the titular con-artist partners-in-crime in the film Bunty Aur Babli
amitabh bachchan,dcp,"In Bunty Aur Babli, Amitabh Bachchan plays the role of the DCP whose focus is solely to catch the con-artist partners-in-crime Bunty and Babli"
shankar–ehsaan–loy,soundtrack composer,The soundtrack of Bunty Aur Babli was composed by Shankar–Ehsaan–Loy
gulzar,lyrics writer,"In Bunty Aur Babli, the lyrics for the soundtrack were written by Gulzar and Blaaze together"
blaaze,lyrics writer,"In Bunty Aur Babli, the lyrics for the soundtrack were written by Gulzar and Blaaze together"
amitabh bachchan,saif ali khan,Actor replacement relationship in 'Bunty Aur Babli 2'
rakesh trivedi,vimmi saluja,Friendship relationship formed during their escape
vimmi,bunty,friend from similar stories realization
rakesh,bunty,friend from similar story realization and con accomplice
vimmi,rakesh,friends from similar story realization and con accomplice
presenter file thief,unknown person at a restaurant,ideas stealer from presentation file
bunty,dashrath,relentlessly pursues them across India in the hopes of putting them behind bars
bunty and babli,india,He relentlessly pursues them across
bunty and babli,child's sake,decide to quit conning for their child's sake
dashrath,bunty and babli's careers as criminals,"lets them go, certain he had destroyed Bunty and Babli's careers as criminals"
bunty and babli,new domestic lives,"rescued Bunty and Babli from their mundane domestic lives by offering them to work for the nation, thwarting the activities of other scammers"
abhishek,bunty,"Perfect as Bunty—naughty, twisted yet unspoilt at heart."
bunty,babli,"Close relationship between Bunty and Babli, both are the main characters of the movie Bunty Aur Babli."
ali,critical success,Ali is the director of the movie Bunty Aur Babli and the movie received critical success.
bunty aur babli,second highest-grossing indian film of the year,Bunty Aur Babli is the name of the movie and it became the second highest-grossing Indian film of the year.
glamorous couple,trend of real-life buntys and bablis,The movie inspired a trend of real-life Buntys and Bablis as people wanted to emulate the glamorous couple depicted in the movie.
sukanya verma,delicious dessert,"Sukanya Verma of Rediff stated that Aditya Chopra's story slices a bit of Bonnie and Clyde and a lot of Catch Me If You Can, soaks it in Indian essence and dishes out a delicious dessert."
aditya chopra,bonnie and clyde,Aditya Chopra's story takes inspiration from Bonnie and Clyde.
catch me if you can,aditya chopra's story,Aditya Chopra's story takes inspiration from Catch Me If You Can.
sudhish kamath,generous sense of humour,Sudhish Kamath concluded that the movie 'Bunty Aur Babli' is only for those blessed with a generous sense of humour.
avijit ghosh,smalltown india,"Avijit Ghosh wrote in The Telegraph, 'In essence, Bunty Aur Babli is an on-the-road flick about a boy and girl in search of fun and freedom rather than a story of two cons. To capture the splintered yearnings of smalltown India which watches Aastha channel in the morning and FTV at night is a difficult and ambitious task. But like his protagonists, director Ali pulls it off. Bravely. Almost.'"
ftv,aastha channel,Avijit Ghosh mentioned Aastha channel and FTV in the context.
bunty aur babli,movie's influence on crime,Two cases of crimes mirroring those committed in the movie Bunty Aur Babli were reported involving married couples. This highlights the impact that popular culture can have on criminal activities.
shankar–ehsaan–loy,bunty aur babli soundtrack,"The musical trio Shankar–Ehsaan–Loy composed the soundtrack for Bunty Aur Babli, which was released by Yash Raj Music on April 15, 2005."
abhishek bachchan,rani mukerji,"The lead actors of Bunty Aur Babli, Abhishek Bachchan and Rani Mukerji, danced to the tunes of the film's soundtrack album."
gulzar,bunty aur babli lyrics,"The lyrics for Bunty Aur Babli were written by Gulzar, with the exception of some songs that were penned by Blaaze."
a. r. rahman,bunty aur babli music composer,"Initially, A. R. Rahman was approached to compose the music for Bunty Aur Babli, but he declined due to scheduling conflicts."
bunty aur babli,music,"from critics, Sukanya Verma of Rediff called the music 'over-the-top, uninhibited, rustic and teasing spices' and said it makes for one helluva musical masala. In contrast, Joginder Tuteja of Bollywood Hungama stated that the album does not contain routine Yash Chopra genre of music."
bunty aur babli,critics,"Sukanya Verma and Joginder Tuteja, both critics, provided opinions about the music in the movie Bunty Aur Babli."
bunty aur babli,sequel,"Aditya Chopra announced a sequel, Bunty Aur Babli 2, with Saif Ali Khan and Rani Mukerji reprising their roles. The character of Bunty is portrayed by Saif Ali Khan instead of Abhishek Bachchan."
gulzar,lyrics,"According to Glamsham, the album contains situational rhythmic tracks, and throughout this zany, zingy and zippy album, Gulzar imbues a youthfulness that comes from being young at heart. The reviewer praised the lyrics by Gulzar in the movie Bunty Aur Babli."
bunty,saif ali khan,replacing Abhishek Bachchan in the film
bunty,box office disaster,the sequel of the film received negative reviews and was a box office failure
mukerji,babli,her character in the film became popular and recognizable
mukerji,notable works,her performance in the film was noted as one of her notable works by critics
bachchan,mukerji,they were named in Bollywood Hungama's list of the top 10 best romantic couples of the decade
songs,bhale dongalu (2008),"the Telugu remake of the film, starring Tarun and Ileana"
video,hidekaz himaruya,"embedded the video of ""Dhadak Dhadak"" on his blog around Christmas time, causing a sudden influx of Himaruya fans commenting on the video"
listeners,3 radio stations catering for south african indians,voted as the best song of 2005 by
film,time out,"placed the film at 63rd position in its ""The 100 best Bollywood movies"" list"
