node_1,node_2,edge
chatur ramalingam,farhan qureshi,classmate and college rival in the past
chatur ramalingam,raju rastogi,classmate and college rival in the past
rancho,joy lobo,classmate who committed suicide by hanging
rancho,virus,passionate about learning and clashed with the strict college president Dr. Viru Sahastrabuddhe
pia,rancho,initial upset but starts liking him after he exposes her materialistic fiancé Suhas
raju,father,Raju's father has a heart attack before their final exams.
raju,virus,Virus bets that neither Farhan nor Raju will get a job after graduation.
farhan,raju,Farhan and Raju promise to confront their issues if Rancho confesses his feelings for Pia.
raju,paralysis,Raju attempts suicide but survives and is paralyzed and near catatonic for months.
virus,expulsion,Virus revokes the expulsion after Raju is paralyzed and near catatonic for months.
raju,job,Raju succeeds in the interview and gets a job.
farhan,father,Farhan's father lets him become a photographer after he convinces him.
raju,expulsion,Virus sets an difficult exam to fail Raju so he cannot claim the job after Raju succeeds in the interview and gets a job.
raju,cheating,Raju refuses to cheat and throws away the exam paper even after they steal the exam paper with Pia's help.
farhan,photography,"Farhan's passion is photography, not engineering."
rancho,phunsukh wangdu,Revealed to be the same person in Ladakh
chhote,rancho's family's gardener,Took Rancho's place to get an education and earn a degree for him
pia,mona,Older sister relationship revealed by Pia
mona,rancho's father,"Pressured son to become an engineer, leading to suicide"
rancho,engineer,Became due to father's pressure
rancho,writer,Actually wanted to pursue this dream instead of becoming an engineer
virus,"farhan, raju, and rancho","Expelled trio, but forgave them due to their help during Mona's childbirth"
mona,baby,"Successfully delivered with help from Farhan, Raju, and Virus"
farhan,raju,Two friends on the quest to find real Rancho
