node_1,node_2,edge
mumtaz,communal riots,Mumtaz's family is killed in communal riots.
mumbai,mumtaz,Mumtaz moves to Mumbai with her uncle after her village is burnt down in communal riots.
uncle,mumtaz,Mumtaz's uncle is the only family member she has left when her family is killed in communal riots.
bar girl (dancer),mumtaz,Her uncle persuades Mumtaz to become a bar girl (dancer) at Chandni Bar in Mumbai when they are desperately poor.
chandni bar,mumtaz,"Mumtaz becomes a bar girl (dancer) at Chandni Bar in Mumbai, which is emotionally blackmailed by her uncle."
shy,mumtaz,Mumtaz is shy and loathes the work of being a bar girl (dancer) at Chandni Bar in Mumbai.
uncle,shy,Her uncle emotionally blackmails Mumtaz when she refuses to become a bar girl (dancer) at Chandni Bar in Mumbai.
temporarily,uncle,"Her uncle promises her that becoming a bar girl (dancer) at Chandni Bar in Mumbai is merely temporary, until he gets a job."
emotionally confide,mumtaz,The other dancers console Mumtaz when she emotionally confides in them about being raped by her uncle.
reality check,mumtaz,Mumtaz receives a reality check when she realises that many other women at the bar have equally disturbing and painful stories.
pottya sawant,mumtaz,Gangster called Pottya Sawant attempts to seduce Mumtaz at the bar.
sex,pottya sawant,Pottya Sawant finally resorts to paying Mumtaz for sex.
cannot go through with deed,mumtaz,Mumtaz cannot go through with the deed and tells Pottya about her rape.
enraged,pottya sawant,"Enraged, Pottya kills Mumtaz's uncle after she tells him about being raped by her uncle."
marries,pottya sawant,Mumtaz leaves the bar and Pottya marries her.
rises up the criminal ranks quickly,pottya sawant,"Pottya rises up the criminal ranks quickly, despite his volatile temper."
debt,pottya,leaves behind a large amount of
reputation,pottya's son,causes the police to ignore his pleas of innocence
abhay,pottya's son,relation between Abhay and Pottya's son is that of being the same person
police,abhay,police ignore Abhay's pleas of innocence due to his reputation as Pottya's son
abhay,rape,Abhay is raped by a pair of older inmates at the prison
mumtaz,police,"Mumtaz attempts to talk to the police, but they ignore her due to their connection with influential people"
influential people,mumtaz,"Mumtaz meets with some influential people who have police connections and can get Abhay released, but demand a high price in return"
money,mumtaz,Mumtaz sells her body to obtain the money demanded by influential people
money,payal,"Payal brings the money demanded by influential people to her troubled mother, Mumtaz"
abhay,revenge,"After being released from prison, Abhay is cold, ruthless, and looks for revenge against the boys who raped him"
mumtaz,disappointment,Mumtaz is devastated to find that her son has become a killer after getting released from prison
payal,following in footsteps,It is implied that Payal is following in her mother's footsteps
abhay,becoming another pottya,"After becoming a killer, Abhay is set to be another Pottya"
