node_1,node_2,edge
poison-gas attack,kolkata metro rail compartment,kills the passengers on board
vidya bagchi,arnab bagchi,husband missing in Kolkata during Durga Puja festivities
satyoki 'rana' sinha,vidya bagchi,offers to help in search for husband
national data center (ndc),arnab bagchi,"employed by NDC, initially investigated"
bob biswas,agnes d'mello,"assassin working undercover as a life insurance agent, kills Agnes"
damji's file,national data center (ndc),found by Vidya and Rana in NDC office
bhaskaran k.,intelligence bureau officials,chief of Intelligence Bureau officials in Delhi
khan,intelligence bureau officials,deputy of Intelligence Bureau officials in Delhi
damji,rogue ib agent,"responsible for poison gas attack, revealed by Khan's arrival in Kolkata"
damji,ib agent,Damji was a rogue IB agent responsible for the poison gas attack.
damji,vidya,"Despite Khan's warnings, Vidya continues her search, fearing that Arnab's resemblance to Damji may have led him into trouble."
damji,sridhar,"An errand boy from the neighbourhood tea stall identifies R. Sridhar, an NDC officer, as a frequent visitor to Damji's flat."
damji,bob,"Bob attempts, but fails, to kill Vidya and is soon run over by a truck during a chase."
damji,vidya,"Vidya accidentally kills Sridhar during a scuffle, which upsets Khan, who had wanted him alive."
sridhar,computer data,"Sridhar's computer data reveals a code, which when deciphered reveals Bhaskaran's phone number."
bhaskaran,documents,"Vidya calls Bhaskaran to tell him that she has retrieved sensitive documents from Sridhar's office. She asks Bhaskaran to help find her husband in exchange for the documents, but Bhaskaran tells her to contact the local police."
unknown number,vidya,"Vidya soon gets a call from an unknown number, warning her that she should hand over the documents to the caller if she wishes to see her husband alive."
damji,khan,Khan thinks the caller is Damji.
vidya,rana,followed by Rana and Khan.
damji,vidya,"cuts the meeting short when Vidya expresses her doubt that he will be able to return her husband in exchange for the sensitive file, and he attempts to leave."
damji,vidya,"in the ensuing struggle, Damji draws a gun on her."
vidya,damji,disarms him using the prosthetic belly she has been using to fake her pregnancy and promptly stabbing him in the neck with her hairstick before finally killing him with his own gun.
vidya,rana,"leaves before the police arrive, leaving a thank-you note for Rana and a pen drive containing data from Sridhar's computer, which leads to Bhaskaran's arrest."
arnab bagchi,vidya,neither Vidya nor Arnab Bagchi ever existed
vidya,arup basu,"widow of Major Arup Basu, an IB and Army officer and Damji's colleague,"
vidya,arup basu,"major arup basu, an ib and army officer and damji's colleague,"
vidya,damji,causes vidya to immediately fall unconscious upon seeing her husband's corpse and suffer a miscarriage.
col. pratap bajpayee,damji,"retired ib officer, who suspected the involvement of a top ib official."
