node_1,node_2,edge
development,l'accordeur,"Inspiration for the basic germ of the production details. Director-writer Sriram Raghavan saw L'Accordeur, a French short film about a blind pianist, in 2013 at the recommendation of his friend, filmmaker Hemanth M Rao."
director-writer sriram raghavan,hemanath m rao,Friendship between the two filmmakers that led to the recommendation of L'Accordeur.
badlapur,script writing process,Sriram Raghavan worked on Badlapur while having the 'gist of the story' for this production.
kaabil,similarity with this production,"Sriram Raghavan stopped script writing when he found out about another film on blind people, but later resumed with a different approach."
agent vinod,inspiration for a similar scene,Sriram Raghavan had written a similar scene for this film in which a blind girl plays the piano while surrounded by mayhem.
varun dhawan,unfinished script,"Sriram Raghavan gave the story idea to Varun Dhawan, but he became busy with other films and the script was left unfinished."
"writers (arijit biswas, yogesh chandekar, rao, pooja ladha surti)",script writing process,Sriram Raghavan discussed the scenes with these writers who reacted as viewers.
dialogue translation,unhappiness,Arijit Biswas and Sriram Raghavan were unhappy while translating the dialogue from English to Hindi because they thought in.
raghavan,inspiration (fargo and eponymous television series),called them 'realistic and yet ... bizarre'
khurrana,blind students,"met several and observed how [a blind pianist] plays, conducts and moves his hands"
khurrana,piano,played the piano in the film
khurrana,body double,did not use a body double in the film
casting directors mukesh chhabra and girdhar swami,ayushmann khurrana,"contacted Raghavan, expressing interest in working on the film"
raghavan,most challenging role,Called it the 'most challenging role' of his career.
apte,love interest,Agreed to play Khurrana's love interest.
tabu,simi,Raghavan's first choice for Simi.
dhawan,former actor,"Played a former actor, a version of himself."
raghavan,fun sort of thriller,Wanted to make a 'fun sort of thriller' to follow Badlapur.
shoot the piano player,andhadhun,Title change due to apprehension from producers about audience acceptance of an English title
akash,blindness,Key concept and condition related to the protagonist
piano player,musical instrument,Relation between the profession of one of the characters and a musical instrument
principal photography,film production stage,Stage of film production during which shooting takes place
june 2017,date,Specific date during which principal photography took place
raghavan,director,Role played by the person involved in making the movie
differentiation,unique characteristics,Need for distinctiveness of each term
rehearsal,preparation,Action taken to prepare for a scene
assistants,supporting cast members,"Persons involved in the making of the movie, other than the lead cast"
piano piece,musical composition,Specific piece played during a scene
timing,duration,Duration for which the actors had to perform the scene
uncertainty,lack of predictability,Need for uncertainty during the scene's performance
open ending,conclusion without clear resolution,Type of ending that Raghavan intended for the movie
production teams,movie production groups,"Groups involved in making the movie, other than actors and director"
