node_1,node_2,edge
kantara,indian kannada-language action thriller film,"Kantara is a 2022 Indian Kannada-language action thriller film written and directed by Rishab Shetty, and produced by Vijay Kiragandur, under Hombale Films."
rishab shetty,kambala champion,"Rishab Shetty, in a dual role, is the Kambala champion who is at loggerheads with an upright forest officer named Murali (played by Kishore) in the film."
kishore,forest officer named murali,Murali is an upright forest officer who is at loggerheads with the Kambala champion (played by Rishab Shetty) in the film.
keradi,set and filmed location,Principal photography for the film began in August 2021 at Keradi in coastal Karnataka.
arvind s. kashyap,cinematographer,The cinematography for the film was handled by Arvind S. Kashyap.
b. ajaneesh loknath,music composer,B. Ajaneesh Loknath scored music for the film.
vikram more,action director,The action sequences in the film were choreographed by action director Vikram More.
dharani gange putra,production designer,"The production design for the film was handled by debutant, Dharani Gange Putra."
critical acclaim,response from critics,"The film received critical acclaim from critics, particularly for its cast performances (particularly those of Shetty and Kishore), direction, soundtrack, and the portrayal of Bhuta Kola."
second highest-grossing,ranking in box office,"Kantara emerged as the second highest-grossing Kannada film of all time after K.G.F: Chapter 2, released the same year."
major commercial success,box office performance,The film was a major commercial success.
fourth highest-grossing film in india,ranking in box office,It was also 2022's fourth highest-grossing film in India.
kantara: chapter 1,prequel announced,A prequel called Kantara: Chapter 1 has been announced.
54th iffi indian panorama section,film festival,"Kantara was featured at the 54th IFFI Indian panorama section,"
silver peacock - special jury award,award won by film,where it won the Silver Peacock - Special Jury Award.
rishab shetty,kannada version,"during the promotion of his latest film as a producer, rishab shetty mentioned that the kannada version alone attracted an audience of 1.25 crore in karnataka"
king,true happiness,"during his journey to discover true happiness, the king came upon a holy stone in a forest occupied by panjurli daiva."
panjurli daiva,king's family and successors,panjurli warned the king that his family and successors should keep their word and not reclaim the land in exchange for taking the stone with him.
guliga daiva,king's family and successors,"panjurli's companion, the ferocious demigod named guliga daiva, would incur the wrath if his warning is not followed by king's family and successors."
descendant,bhoota kola performer,"the descendant asked a bhoota kola performer, who is possessed by panjurli to make the locals hand over the land to him."
performer,king's family and successors,"the performer refused to make the locals hand over the land to the descendant, warning that if the former goes to court for the decision of the land, then the daiva would give his decision on the stairs of the court only."
murali,forest officer,"murali was tasked with dealing with forest issues in the area where the king's descendant attempted to reclaim the land, causing mysterious deaths."
murali,land case,"the king's successor dies mysteriously of heart attack, where he was going to argue the land case."
murali,forest reserve,tasked with converting the villagers' land into a forest reserve
shiva,kambala athlete,from the Kaadubettu village and the missing performer's son
shiva,bhoota kola,"repeatedly been asked to perform the Bhoota Kola, he refuses due to the trauma of his father's disappearance."
shiva,leela,falls in love with his friend Leela
devendra suttooru,patron,"Shiva is backed by his patron and the village's landlord, Devendra Suttooru"
leela,forest guard,appointed as a forest guard
shiva,feud,the feud between Murali and Shiva intensifies
murali,severe injuries,"while Murali survives with severe injuries,"
shiva,undercover,they go undercover to avoid arrest
shiva,companions,and his companions go undercover to avoid arrest.
shiva,hideout,headsto their hideout along with Devendra's henchman Sudhakara
shiva,miscalculates the position,"Shiva miscalculates the position and the trunk of a tree, which was cut by Shiva gets accidentally crushed by his jeep."
shiva,murali,"enemies at the beginning, set aside their grudge and unite the village after Shiva reveals that Devendra killed Guruva"
devendra,guruva,"killer of Guruva, reveals his true intention of acquiring land from the villagers"
murali,devendra,Shiva is convinced by Devendra that Murali is Guruva's killer
murali,villagers,tells the villagers about Devendra's land seizure
shiva,devendra's henchmen,"attacked by Devendra's henchmen, manages to escape"
shiva,panjurli's stone,hits his head against Panjurli's stone after nearly dying in the fight
shiva,guliga daiva,"possessed by Guliga Daiva, enabling him to brutally kill Devendra and his henchmen"
shiva,panjurli's stone,Shiva nearly dies in the fight and hits his head against Panjurli's stone.
guliga daiva,shiva,"Guliga Daiva possesses Shiva, enabling him to brutally kill Devendra and his henchmen."
panjurli,shiva,Shiva is possessed by Panjurli during the Bhoota Kola.
murali,panjurli,The villagers join hands with Murali and those possessed by Panjurli in a symbolic gesture.
shiva's disappearance,shiva,"After meeting what seems to be his father's spirit, Shiva disappears into the forest."
shiva's son,shiva's disappearance,Shiva and Leela's son asks Sundara about his father's disappearance in the mid-credits scene.
conflict between nature and human beings,film kantara,"Director Rishab Shetty cited the conflict between nature and human beings as the theme of the film, while adding specifically that the strife between forest officers and the inhabitants in his hometown Keradi, Karnataka, in the 1990s, as the source of inspiration for the film."
kantara,film title,"The word is not used often. While it has Sanskrit origins, it is used in Kannada too. It is used in Yakshagana too, where we call a very mysterious forest Kantara."
three timelines,film kantara,"The film had to present three timelines: 1847, 1970s and..."
kantara forest,mysterious forest,"Used interchangeably in Yakshagana, where a very mysterious forest is called Kantara"
1847,film's timeline,One of the three timelines presented in the film
1970s,film's timeline,Another of the three timelines presented in the film
1990s,film's timeline,The third of the three timelines presented in the film
tribal community,makers of the film,Travelled the entire village and met to gather details about their dress
junior artists,film's cast,Roped in from Kundapura and it was a challenge for costume designer Pragathi Shetty to convince them to wear tribal costumes
costume designer pragathi shetty,film's creative team,Had most of the junior artists roped in from Kundapura
forest guard,character played by sapthami gowda,"Details about their dress gathered by costume designer Pragathi Shetty, we also took reference to design the costume for"
village,set created for the film,"Included rustic homes with cowsheds, coops for hens, courtyards, areca plantations and an authentic Kambala racetrack"
kambala,traditional sport in coorg,Learned about the intricacies of Kambala and trained for four months before performing the sequence for the film in early 2022
kambala,film,The protagonist learned about the intricacies of Kambala and trained for four months before performing the sequence for the film.
b. ajaneesh loknath,music composer,The music of the film 'Kantara' was composed by B. Ajaneesh Loknath.
30–40 musicians,musicians,"Besides B. Ajaneesh Loknath, around 30-40 musicians were brought in to work on the music for 'Kantara'."
mime ramdas,assistant,The team was assisted by Mime Ramdas during the creation of songs using traditional instruments and Jaanapada songs in 'Kantara'.
thaikkudam bridge,band,"The song 'Varaha Roopam' from the movie 'Kantara' was supposedly plagiarized from the song 'Navarasam' by the band Thaikkudam Bridge, who released it in 2017."
