node_1,node_2,edge
barfi!,list of accolades received by barfi!,"Barfi! has received various awards and nominations in categories ranging mostly from recognition of the film itself to its direction, screenplay, cinematography, music, to the cast's performances."
barfi!,filmfare awards,"Barfi! received a leading 13 nominations at the 58th Filmfare Awards,"
barfi!,best film,"Barfi! won a leading 7 awards, including Best Film,"
barfi!,best actor,"Barfi! won the award for Best Actor (Kapoor),"
barfi!,best female debut,"Barfi! won the award for Best Female Debut (D'Cruz),"
barfi!,best music director,"Barfi! won the leading 7 awards, including Best Music Director (Pritam),"
screen awards,barfi!,"Barfi! received a leading 23 nominations at the 19th Screen Awards,"
screen awards,best director,"Barfi! won the award for Best Director (Basu),"
screen awards,best actor,"Barfi! won the award for Best Actor (Kapoor),"
screen awards,jodi no. 1,"Barfi! won Jodi No. 1 (Kapoor and Chopra),"
zee cine awards,barfi!,"Barfi! received 9 nominations at the 14th Zee Cine Awards,"
zee cine awards,best film,"Barfi! won the award for Best Film,"
zee cine awards,best director,"Barfi! won the award for Best Director (Basu),"
