node_1,node_2,edge
neerja bhanot,shekhar ravjiani,"Shekhar Ravjiani portrays Jaideep, Neerja's love interest in the movie."
neerja bhanot,harish bhanot,Harish Bhanot is introduced as Neerja's father.
neerja bhanot,rama bhanot,Rama Bhanot is identified as Neerja's mother.
naresh mishra,neerja bhanot,"Kavi Shastri portrays Naresh Mishra, who is Neerja's ex-husband."
mansoor,neerja bhanot,"Ali Baldiwala plays the role of Mansoor, one of the terrorists."
fahad,neerja bhanot,"Vikrant Singta acts as Fahad, another terrorist."
zayd safirini,neerja bhanot,"Abrar Zahoor enacts the character of Zayd Safirini, a terrorist."
khalil,neerja bhanot,"Jim Sarbh brings to life Khalil, another terrorist."
bhavika desai,neerja bhanot,Manya Chopra is seen as Bhavika Desai in the film.
shaurya desai,neerja bhanot,Shaurya Chopra plays Shaurya Desai in the movie.
jatin desai,neerja bhanot,Aarush Rana features as Jatin Desai in the film.
dolly,neerja bhanot,Anjali Khurana is seen as Dolly in the movie.
tina,neerja bhanot,Sunanda Wong portrays Tina in the film.
debina,neerja bhanot,Eisha Chopra enacts the character of Debina in the movie.
sanjana,neerja bhanot,Meghana Kaushik plays Sanjana's role in the film.
aneesh bhanot,neerja bhanot,"Arjun Aneja depicts the character of Aneesh Bhanot, Neerja's brother (infant in this case)."
akhil bhanot,neerja bhanot,"Nikhil Sangha portrays Akhil Bhanot, Neerja's brother."
al turk,neerja bhanot,Ismail Mohammed Mirza is seen as Al Turk in the movie.
emran ali,neerja bhanot,"Shashi Bhushan portrays Emran Ali, a radio engineer on the plane."
brigadier,neerja bhanot,Deepak Shah plays the role of Brigadier in the movie.
vidya shetty,neerja bhanot,"Vidya Raj Sharma portrays Vidya Shetty, a pregnant lady on the plane."
inzamam-ul-haq,neerja bhanot,"Kavi Shastri also features as Inzamam-ul-Haq, a Pakistani cricketer."
rahul dravid,neerja bhanot,"Arjun Aneja is seen as Rahul Dravid, an Indian cricketer."
