node_1,node_2,edge
movie,summary,MOVIE has a summary represented by SUMMARY
son of sardaar,ajay devgn,starring role played by Ajay Devgn in the film Son of Sardaar
son of sardaar,sanjay dutt,starring role played by Sanjay Dutt in the film Son of Sardaar
son of sardaar,sonakshi sinha,starring role played by Sonakshi Sinha in the film Son of Sardaar
son of sardaar,juhi chawla,starring role played by Juhi Chawla in the film Son of Sardaar
s. s. rajamouli's maryada ramanna,son of sardaar,remake of S. S. Rajamouli's Telugu film Maryada Ramanna
"november 13, 2012",son of sardaar,release date of the Indian Hindi-language action comedy film Son of Sardaar
divya khosla kumar,son of sardaar,producer of the Indian Hindi-language action comedy film Son of Sardaar
aditya chopra,jab tak hai jaan,competitor of Son of Sardaar in the box office
sandhus,randhawas,massive rivalry between the Sandhus and the Randhawas
jassi singh randhawa's father,balwinder 'billu' singh sandhu's uncle,kill each other on the night of Billu's wedding with Parmeet 'Pammi' Kaur
jaswinder 'jassi' singh randhawa,parmeet 'pammi' kaur,marriage of Jassi Singh Randhawa and Parmeet 'Pammi' Kaur
london,jassi,settling in London by Jassi's mother with Jassi after fleeing the village
pathan,jassi,best friends played by Pathan and Jassi respectively in Son of Sardaar
jassi,india,"decides to go to because his father left him some land in Phagwara, Punjab"
sukhmeet kaur sandhu,sukh,"Jassi flirts with her on a train ride from New Delhi to Phagwara, and she is Billu's younger sister who returns to Phagwara after having completed her studies in Delhi"
tony,tries to kill jassi in vain,"Upon landing in Phagwara, he finds out that Jassi is Randhawa's son"
jassi,land behind the gurudwara,Offered a ride by Tony to a Gurudwara as the land behind the Gurudwara is Jassi's
billu,sandhu household,Jassi soon bumps into Billu at a temple as the villagers tell him that Billu would guide him to the land better
tony,billu,Reveals to Billu that Jassi is the person they were searching for these 25 years
jassi,billu,enemy relationship for these 25 years
sandhu household,guest,tradition in the Sandhu household that treats guests as 'akin to God' and forbids any killings during the period
jassi,sandhu household,currently staying in the Sandhu household due to faked injury
inspector,jassi,promised to escort Jassi out but instead leads him to a dilapidated mansion where he is confronted by Billu and his men
