node_1,node_2,edge
baar baar dekho,soundtrack album,"Baar Baar Dekho is the name of a movie, and Soundtrack album is a type of media associated with movies. In this context, they are related as 'Baar Baar Dekho' movie has its own soundtrack album."
amaal mallik,composer,Amaal Mallik is a composer who has composed songs for the 'Baar Baar Dekho' soundtrack album.
arko,composer,Arko is a composer who has composed songs for the 'Baar Baar Dekho' soundtrack album.
badshah,singer,Badshah is a singer who has sung for one of the songs in the 'Baar Baar Dekho' soundtrack album.
jasleen royal,"composer, singer",Jasleen Royal is a composer and singer who has composed and sung for several songs in the 'Baar Baar Dekho' soundtrack album.
bilal saeed,singer,Bilal Saeed is a singer who has sung for one of the songs in the 'Baar Baar Dekho' soundtrack album.
prem hardeep,singer,Prem Hardeep is a singer who has sung for one of the songs in the 'Baar Baar Dekho' soundtrack album.
zee music company,"label, distributed",Zee Music Company is a label which has distributed and released the 'Baar Baar Dekho' soundtrack album.
excel entertainment,production company,"Excel Entertainment is the production company behind the 'Baar Baar Dekho' movie, which has a multi-composer soundtrack."
kala chashma,song,"Kala Chashma is a song from the 'Baar Baar Dekho' soundtrack album, which is a recreation of an earlier Punjabi song."
amar arshi,lyricist,Amar Arshi has written the lyrics for the 'Kala Chashma' song in the 'Baar Baar Dekho' soundtrack album.
neha kakkar,singer,Neha Kakkar is a singer who has sung for the 'Kala Chashma' song in the 'Baar Baar Dekho' soundtrack album.
harshdeep kaur,singer,Harshdeep Kaur is a singer who has sung for one of the songs in the 'Baar Baar Dekho' soundtrack album.
prateek kuhad,singer,Prateek Kuhad is a singer who has sung for one of the songs in the 'Baar Baar Dekho' soundtrack album.
neeti mohan,singer,Neeti Mohan is a singer who has sung for one of the songs in the 'Baar Baar Dekho' soundtrack album.
aditya sharma,lyricist,Aditya Sharma has written the lyrics for one of the songs in the 'Baar Baar Dekho' soundtrack album.
