node_1,node_2,edge
movie,plot,"MOVIE's PLOT is a sequence of events, including the exposition, conflict, and resolution, that make up the story of the MOVIE."
line of control (loc),indian soldier's wireless set,"Frantic commands from one of the army bases, calling a patrol to report in while the radio operator lies dead. After attempts from battalions to locate their lost patrols, the Indian Army HQ in Jammu and Kashmir decides to deploy more troops."
lts. saurabh kalia and amit bharadhwaj,line of control (loc),Lts. Saurabh Kalia and Amit Bharadhwaj are sent on reconnaissance patrols along the Line of Control (LoC).
pakistani forces,indian army hq in jammu and kashmir,"Pakistani forces begin shelling across the LoC, targeting National Highway 1A (NH-1A)."
national highway 1a (nh-1a),indian army hq in jammu and kashmir,"Pakistani forces begin shelling across the LoC, targeting National Highway 1A (NH-1A)."
company and even battalion-sized patrols,"pakistani intruders who have occupied peaks around the mushkoh valley, kargil, dras, kaksar and batalik","Company and even battalion-sized patrols are beaten back by the Pakistani intruders who have occupied peaks around the Mushkoh Valley, Kargil, Dras, Kaksar and Batalik."
indian soldiers,loc,Orders from Delhi are that Indian soldiers are barred from crossing the LoC during their operations.
operations,threat,The nature and size of the threat is not known to most mobilized battalions during operations.
maximum mobilization,questioned by all battalion commanders,All battalion commanders raise doubts about the rationale behind maximum mobilization.
"1st battalion, 11 gorkha rifles",high-altitude warfare,"The first unit deployed is the 1st battalion, 11 Gorkha Rifles (1/11 GR), who are specialists in high-altitude warfare."
col. lalit rai,1/11 gr's commanding officer,"1/11 GR's commanding officer is Col. Lalit Rai,"
lt. manoj pandey,one of its platoons,"Subsequently, the 18th battalion, The Grenadiers (18 Grenadiers), which was in the Kashmir Valley guarding against terrorist infiltration, are deployed in Kargil. The battalion is led by Col. Khushal Thakur,"
lt. col. r. vishwanathan,18 grenadiers,"Subsequently, the 18th battalion, The Grenadiers (18 Grenadiers), which was in the Kashmir Valley guarding against terrorist infiltration, are deployed in Kargil. The battalion is led by Col. Khushal Thakur,"
