node_1,node_2,edge
movies,details,MOVIES have DETAILS associated with them.
summary,details,Each MOVIE has a SUMMARY that is part of its DETAILS.
baywatch,mitch buchannon,"Baywatch is a 2017 American action comedy film directed by Seth Gordon, with Mitch Buchannon as the lead character in this movie based on the television series of the same name."
mitch buchannon,baywatch lifeguard division,"Mitch Buchannon is a beloved member of an elite lifeguard division known as Baywatch, which protects the beaches and the bay."
stephanie holden,baywatch team,"Stephanie Holden is a part of the elite lifeguard division known as Baywatch, which includes Mitch Buchannon and veteran C. J. Parker."
c. j. parker,baywatch team,"Veteran C. J. Parker is a part of the elite lifeguard division known as Baywatch, which includes Mitch Buchannon and Stephanie Holden."
garner ellerbee,opposed to baywatch team,Jealous beat cop Garner Ellerbee is opposed to the elite lifeguard division known as Baywatch.
captain thorpe,baywatch team's superior,"Captain Thorpe is the superior of the elite lifeguard division known as Baywatch, which includes Mitch Buchannon and Stephanie Holden."
victoria leeds,baywatch,"In Emerald Bay, Florida, Lt. Mitch Buchannon finds a small pouch of flakka near the Huntley Club owned by powerful businesswoman Victoria Leeds."
matt brody,mitch buchannon's colleague,"Later, Mitch meets Matt Brody, who is his colleague in this movie."
patrol,baywatch team,"The context involves a scene where Mitch is on patrol and he meets Matt Brody, who later joins the Baywatch team."
mitch,victoria leeds,"Mitch finds a small pouch of flakka near the Huntley Club, owned by Victoria Leeds."
victoria leeds,drugs,The context suggests that drugs are being retrieved from barrels of fish at the Huntley Club owned by Victoria Leeds.
mitch,rodriguez,Mitch and his team continue to investigate Rodriguez's murder.
rodriguez,dead body,Another dead body is found on the beach.
ellerbee,leeds' henchmen,"Mitch and his team hide and take a video of Leeds' henchmen planting an autopsy report to cover up Rodriguez's murder, but are discovered and the recording is destroyed."
leeds,drugs,The context suggests that drugs are being retrieved from barrels of fish at the Huntley Club owned by Victoria Leeds.
brody,baywatch team,"Mitch and Brody compete in a variety of physical tests, which Mitch wins. As the course is ending, a mom and her two kids fall into the water and the lifeguards and Brody rush to save them."
brody,olympic gold medal-winning swimmer,"Mitch meets Matt Brody, an entitled Olympic gold medal-winning swimmer who expects to make the Baywatch team without trying out."
leeds,powerful businesswoman,"The context involves a scene where Mitch finds a small pouch of flakka near the Huntley Club, owned by Victoria Leeds."
thorpe,mitch,"Thorpe fires Mitch, naming Brody the new lieutenant."
brody,sand grifters,Brody later sees 'sand grifters (beach thieves)' steal bags using a cooler. He orders them off the beach.
thorpe,mitch's desertion,"Enraged that Mitch deserted his post, Thorpe fires him."
brody,sand grifters (beach thieves),Orders them off the beach after witnessing their theft using a cooler.
brody,another pouch of flakka,Finds it on the beach and uses a cooler to steal the second victim's report from Ellerbee's desk.
summer,the second victim's report,Confirms that the man was killed by knife instead of a shark attack after receiving it from Brody.
ronnie,dave (brody's friend),Recognizes him as his friend and realizes that Mitch was right about the Huntley after seeing him working for Ellerbee.
leeds,dave (brody's friend),Uses the hull to smuggle drugs and bribes Thorpe to replace Mitch with Brody before pushing him into a bait cage.
leeds,mitch,Gloats about her plan to privatize the entire beach after capturing Brody and pushing him into a bait cage.
summer,brody,"Swims to him and gives him mouth-to-mouth resuscitation after he hallucinates that she is Mitch. However, Brody realizes that it's a hallucination."
mitch,leeds,Catches up to her before she can escape on a helicopter after discovering that she's been using the hull to smuggle drugs.
mitch,thorpe,Punches him in the face and gets him arrested for his role in Leeds' plan after he berates Mitch for returning to the beach.
ellerbee,leeds' henchmen,Takes them into custody after they capture Brody.
thorpe,william richardson,Dies shortly after as a result of Thorpe's actions.
baywatch movie,dwayne johnson (star),"announced in 2004 but stuck in development hell over the years with several writers penning drafts. In October 2014, Dwayne Johnson was attached to star in the lead role and Justin Malen was set to rewrite the script."
seth gordon,baywatch movie (director),replaced Sean Anders as director in July 2015
damian shannon and mark swift,baywatch movie (screenwriters),"wrote the latest draft, and the film would be comedic in style."
