node_1,node_2,edge
melissa mccarthy,phil's ex-partner,"Detective Connie Edwards, Phil's ex-partner"
melissa mccarthy,edwards's police superior,"Lt. Banning, Edwards's police superior"
phil's ex-partner,edwards's police superior,"The character 'Phil's ex-partner', Detective Connie Edwards, and Lt. Banning are both part of the police force."
maya rudolph,phil's ex-partner,"Bubbles, Phil's optimistic, upbeat and kind secretary"
joel mchale,special agent campbell,A stern and arrogant FBI agent
elizabeth banks,jenny peterson,"Burlesque dancer and Phil's ex-girlfriend, who was the sole human member of The Happytime Gang."
michael mcdonald,ronovan scargle,The CEO of the Puppet Television Network which produced The Happytime Gang
mitch silpa,tommy,A criminal who sells puppet parts on the black market
hemky madera,tito,A criminal who purchases puppet parts on the black market
fortune feimster,robin,A weed dealer and a longtime fan of The Happytime Gang.
bill barretta,phil phillips,"A disgraced ex-cop who is now a private investigator. He was the first puppet to become a police officer, but was fired from the force after accidentally killing Sandra's father."
bill barretta,junkyard,A member of Lyle's drug gang.
lyle,junkyard,"Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord, and Junkyard, a member of Lyle's drug gang."
augustus bumblypants,lyle,"Augustus Bumblypants, a rabbit actor who played a mail carrier on The Happytime Gang and now has a pornography addiction, and Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord."
goofer,lyle,"Goofer, an actor on The Happytime Gang who played a handyman and is now homeless and addicted to sugar, which is like heroin to puppets, and Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord."
vinny,lyle,"Vinny, a vulture who works at the local porn shop, and Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord."
ezra,lyle,"Ezra, an actor on The Happytime Gang and Cara's cousin, and Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord."
sexist thug,lyle,"A sexist thug that works for Lyle, and Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord."
cara,lyle,"Cara, an actress on The Happytime Gang and Ezra's cousin, and Lyle, an actor on The Happytime Gang who played a sports coach and is now a drug lord."
dalmatian dog,vinny,"A Dalmatian dog at Vinny's porn shop, and Vinny, a vulture who works at the local porn shop."
sheila,diane,"Sheila and Diane (the 'Rotten Cotton Girls'), a duo of puppet strippers."
doctor,edwards,The reluctant puppet doctor that operated on Edwards.
old man,phil's private office,The old man is often found outside Phil's private office.
old man,singing,The old man loves singing.
old man,dancing,The old man also enjoys dancing.
brian henson,photograph,A photograph of Brian Henson is present in Edwards's apartment.
