node_1,node_2,edge
movie,summary,"The given context provides a detailed description of a movie, and the term 'summary' represents an essential aspect of this description."
bloodrayne,video game franchise,Based on the video game franchise of the same name
bloodrayne,action horror film,"Is a 2005 action horror film directed by Uwe Boll, from a screenplay written by Guinevere Turner."
bloodrayne,loose prequel,Acts as a loose prequel to the first game
majesco entertainment,bloodrayne,"Is a video game franchise developed by Terminal Reality, published by Majesco Entertainment."
terminal reality,bloodrayne,Is a video game franchise developed by Terminal Reality
uwe boll,bloodrayne,Is a 2005 action horror film directed by Uwe Boll
guinevere turner,bloodrayne,"Wrote the screenplay for BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
kristanna loken,bloodrayne,"Is the protagonist of BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
michael madsen,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
matthew davis,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
will sanderson,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
billy zane,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
udo kier,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
michael paré,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
meat loaf,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
michelle rodriguez,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
ben kingsley,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
geraldine chaplin,bloodrayne,"Appears in BloodRayne, which is a 2005 action horror film directed by Uwe Boll"
dhampir,rayne,"Rayne is an unholy breed of human and vampire, known simply as a ""dhampir""."
vampire king,kagan,"Rayne was conceived when Kagan raped her mother, who was murdered when she refused to hand Rayne over to him."
action horror film,bloodrayne,"Is a 2005 action horror film directed by Uwe Boll, from a screenplay written by Guinevere Turner."
video game character,bloodrayne,BloodRayne is a video game character
hollywood production company,constantin film,"Produced BloodRayne, which is a 2005 action horror film directed by Uwe Boll."
rayne,brimstone society,"Sebastian, Vladimir, and Katarin are members of the 'Brimstone Society'"
rayne,eye,The eye becomes absorbed into her own eye
eye,water,"when she falls into the water, she is somehow unaffected by it"
belial,ancient vampire,named as an ancient vampire called Belial
body parts,belial,"the artifact is one of three body parts which came from an ancient vampire called Belial, who had found a way to overcome the weaknesses of a vampire."
eye,belial,overcomes holy water (mentioned as one of three body parts which came from Belial)
