node_1,node_2,edge
pinocchio,geppetto,father and wooden puppet created by him
pinocchio,magical log,comes to life from a magical log
pinocchio,carpenter,blamed and taken to prison for Pinocchio's actions
pinocchio,town,turns the town upside down with his behavior
pinocchio,mangiafuoco,almost gets eaten by the giant puppet master Mangiafuoco
pinocchio,the fox and the cat,tricked out of his money by The Fox and the Cat
pinocchio,miracle meadow,told to plant his money in the Miracle Meadow near the town of 'Grab-A-Dimwit'
pinocchio,blue fairy,encourages Pinocchio to give up his obnoxious ways and saves him from being hanged
pinocchio,talking cricket,examined by the Talking Cricket
pinocchio,medicine,"given medicine but initially refuses it, leading to coffin-bearing rabbits appearing"
fox,cat,steal the gold coins Pinocchio buried
judges,pinocchio,sentenced to five years in jail for foolishness
king's son's birth,pinocchio,released during the celebration of
dove,pinocchio,tells Pinocchio that his father was heading out to sea to look for him
geppetto,pinocchio,was found unconscious by Pinocchio on the shore
pinocchio,eugenio,accused of throwing a book at him when he ducked
grave,blue fairy,Pinocchio finds the grave of the Blue Fairy who supposedly died of grief because of his antics
blue fairy,pinocchio,meets on his way to school
kid,pinocchio,throws a book at him while he is on his way to school
lucignolo,pinocchio,convinces Pinocchio to join him on a trip to 'Fun Forever Land'
cricket,pinocchio and others,warns them all they will turn into donkeys if they do not leave and continue being bad
circus ringmaster,pinocchio as donkey,buys Pinocchio as Donkey from the people who found him in his donkey form
pinocchio,shark,"during his performance, pinocchio gets hurt and is thrown into the sea, where he instantly returns to normal and is swallowed by a giant shark which coincidentally has also swallowed geppetto. They escape together."
pinocchio,geppetto,pinocchio takes geppetto to a farm to help him recover by helping out a farmer to get his father better.
geppetto,farmer,"inside the farmer's paddock, pinocchio sees a sick donkey who he immediately recognizes as lucignolo, but his friend tragically dies from working too hard."
pinocchio,blue fairy,"rewarding his efforts to strive for moral prudence, the blue fairy transforms him into a real boy."
real boy,old puppet body,"with his wish granted, he and his father see his old puppet body in the corner of the house, and he sets off his actual first day of school."
